;text;Hate.speech;Sexism;Body;Racism;Ideology;Homophobia;Origin;Religion;Health;OtherLifestyle;Migrants;Ageing
3967;"RT @fofocasonline: Terrorista se fantasiou de ""refugiado"" e se mandou para a Europa cortar mais cabeças por lá https://t.co/pZkQ8ha89K";1;0;0;0;0;0;0;0;0;0;1;0
3975;Pergunto-me se as fufas comparam o seu cheiro com o da parceira;1;1;0;0;0;1;0;0;0;0;0;0
3976;@moniquecastro69 vc fica gostosa até burca ou hábito(não lembro se  assim que escreve a roupa das freira)kkkkkk;1;1;0;0;0;0;0;0;0;0;0;0
3979;Internet 2017: Um negro a chamar ironicamente sua namorada de 'preta' virou motivo para o movimento negro pautar e _ https://t.co/3TdJvRQ0GD;1;0;0;1;0;0;0;0;0;0;0;0
3981;RT @Justiceiro_Sujo: Isso aqui a @SpOAB não vê. Mas piadinhas que o @editorahumanas faz de gorda feminista eles se preocupam... https://t.c _;1;1;1;0;1;0;0;0;0;0;0;0
3995;"Rendimento médio mensal dos brasileiros: 
Homens brancos – R$ 2.509
Mulheres brancas – entre R$ 1.500 e R$ 2.000... https://t.co/WteLnV1I7U";1;1;0;0;0;0;0;0;0;0;0;0
3999;"SÓ LEMBRANDO: HOMEM DE SAIA E MAQUIAGEM COMEMORANDO O #diainternacionaldamulher É APROPRIAÇÃO CULTURAL.
NÃO VAMOS ADMITIR ISSO.";1;1;0;0;0;0;0;0;0;0;0;0
4003;"As mulheres n sabem lidar c/ a verdade.
Ontem disse a 1 amiga q ficava melhor d rabo-de-cavalo,começou a chorar e bazou para a quimioterapia";1;1;0;0;0;0;0;0;0;0;0;0
4004;Até quando vamos deixar nos enfiarem goela adentro tanta corrupção? Não queremos refugiados de lugar nenhum!! Vamos pra rua gritar meu povo!;1;0;0;0;0;0;0;0;0;0;1;0
4006;sou um ser homossexual que só quer se dar com heteros porque as fufas ficam a lamber os dedos cheio de batata na minha frente.;1;0;0;0;0;1;0;0;0;0;0;0
4007;Feliz #DiaInternacionalDaMulher pra quem possui o cromossomo XX;1;1;0;0;0;0;0;0;0;0;0;0
4010;jr q ñ th paciência p dramas d fufas;1;0;0;0;0;1;0;0;0;0;0;0
4038;@vanzkafka eu entendi que o cara é obrigado a querer por ter a cor de pele diferente...;1;0;0;1;0;0;0;0;0;0;0;0
4047;A minha casa não aceita refugiados aka Mónica;1;0;0;0;0;0;0;0;0;0;1;0
4048;RT @alexismrr11: A minha casa não aceita refugiados aka Mónica;1;0;0;0;0;0;0;0;0;0;1;0
4062;As fufas do benfas ganhavam sp kkk https://t.co/N0AyyOhO9D;1;0;0;0;0;1;0;0;0;0;0;0
4063;RT @seqrsfalarchupa: sdds dos jogos d futebol no verão fufas Sporting vs fufas benfica lmao;1;1;0;0;0;1;0;0;0;1;0;0
4066;"""A mulher tem que ser o que ela quiser""
MAS NAO USA DECOTE SUA VADIA NAO PODE, TEMOS QUE ANDAR TODAS DE BURCA";1;1;0;0;0;0;0;0;0;0;0;0
4075;Ex Gays existem. https://t.co/kUkFDz294y;1;0;0;0;0;1;0;0;0;0;0;0
4079;"""Malditos chineses nos ensinando malditas lições que não queremos aprender!"" https://t.co/7adaCrTzES";1;0;0;1;0;0;1;0;0;0;0;0
4083;"CALMA CACHORRO, ELA AINDA NÃO VIROU RAÇÃO
#PAZ https://t.co/ma4r3DOJpi";1;1;0;0;0;0;0;0;0;0;0;0
4088;"RT @maathbz: Saibam separar as coisas! Amanhã é o dia das mulheres!
O dia de quem se veste como mulher é 1º de Abril kkkkk";1;1;0;0;0;0;0;0;0;0;0;0
4092;Você é cheinha, NÃO é gostosa. Ponto. https://t.co/Dd1TcPSfye;1;1;1;0;0;0;0;0;0;0;0;0
4096;Se fosse um homem, o Fisco, seria o + desejado pelas mulheres. É rico, escreve com regularidade e nunca se esquece das datas importantes!...;1;1;0;0;0;0;0;0;0;0;0;0
4102;"Estava a passar um casal de fufas por nós e a luana só grita ""HA BUE FUFONAS EM ALMADA""";1;0;0;0;0;1;0;0;0;0;0;0
4111;"""os funcionários mataram o menino no Habib's pq ele era negro e pobre""
Hahahahhaha como se os funcionários do Habib's fossem ricos";1;0;0;1;0;0;0;0;0;0;0;0
4119;#DiaDaMulher e não dia das putas aborteiras....;1;1;0;0;0;0;0;0;0;0;0;0
4131;LOL Não têm vergonha. E seis milhões de bilhetes IDA de avião para os refugiados que já cá estão? https://t.co/JHAdv7DClo;1;0;0;0;0;0;0;0;0;0;1;0
4138;"Outra vez um menino pediu um lanche para uma amiga minha e ela o ignorou
o noinha gritou: vai tia, vc ja ta muito gorda!
hahahahahahahahaha";1;1;0;0;0;0;0;0;0;0;0;0
4146;Eu fico indignada quando vejo um brasileiro desmerecendo refugiados ou imigrantes, acho q eles nao conhecem a história do BR ne mores;1;0;0;0;0;0;0;0;0;0;1;0
4147;RT @SoDeBoaBrazil: Segundo esquerdopatas de plantão a pior recessão da história com PIB negativo nos últimos 2 anos é culpa de 8 meses do g _;1;0;0;0;1;0;0;0;0;0;0;0
4165;Es gorda e feia —_ Obrigada  https://t.co/biNf3mq69u;1;1;1;0;0;0;0;0;0;0;0;0
4166;Eu odeio dia d tpm pq eu me sinto feia e gorda e que as pessoas não me amam e n tão nem ai p mim, o pior é saber q esses são os dias reais;1;1;1;0;0;0;0;0;0;0;0;0
4167;pq é q ha fufas em Almeirim e eu nunca soube;1;0;0;0;0;1;0;0;0;0;0;0
4168;@lara_gomesss maravilhosa, corpao, fico mal quando vejo você se chamando de gorda/feia na tl pq nossa, queria ser gorda/feia q nem vc;1;1;1;0;0;0;0;0;0;0;0;0
4172;só nao pode ser gorda e feia;1;1;1;0;0;0;0;0;0;0;0;0
4175;Que gorda feia,falsa,comemorando que a Emilly ta no paredão,ridícula;1;1;1;0;0;0;0;0;0;0;0;0
4176;"RT @pri0ri: ( ) excesso de carne na xota
( ) feia
( ) sem peitao ou sem bundao
( ) cancer de mama
( ) nódulo na tireoide
( ) gorda
( ) femi _";1;1;1;0;0;0;0;0;0;0;0;0
4178;"""ah mas artista tal eh gorda, ela eh feia. tem tanto dinheiro e n melhora"" TE FODE GAROTA NÃO EH PQ ELA EH FAMOSA Q ELA TEM Q SER PERFEITA";1;1;1;0;0;0;0;0;0;0;0;0
4180;RT @melborba95: isto realmente eh uma grande rede de fufas;1;0;0;0;0;1;0;0;0;0;0;0
4181;principalmente minhas irmãs adoram falar o quanto eu sou feia e gorda e elas lindas e perfeitas;1;1;1;0;0;0;0;0;0;0;0;0
4182;Gostaria de dizer que enquanto eu estiver me sentindo gorda e feia eu n quero ver a cara de ninguem;1;1;1;0;0;0;0;0;0;0;0;0
4188;@alexandrekirwan Melhor forma de ajudar os refugiados é levar a cultura ocidental pra lá, não o contrário! Só estão espalhando o problema.;1;0;0;0;0;0;0;0;0;0;1;0
4191;Lembra qnd ce era gorda e feia? —_ sou até hoje  https://t.co/wYROClsi6q;1;1;1;0;0;0;0;0;0;0;0;0
4195;To me achando tão feia e gorda que fico feliz que o crush não me chamou pra sair essa semana.;1;1;1;0;0;0;0;0;0;0;0;0
4196;RT @juandddrade: 7 eu to CAGANDO pras pessoas que me chamam de gorda, magra, alta, baixa, feia, etc, são só opiniões e a minha é a que vale;1;1;0;0;0;0;0;0;0;0;0;0
4197;e olha pra cara gorda e feia de Isabelle .. sem contar da voz irritante dela https://t.co/3PfOO1yeRf;1;1;1;0;0;0;0;0;0;0;0;0
4202;"RT @ZAMENZA: Roberta tem a mesma idade da Emilly. Mas sabem pq só uma é compreendida e dizem que vai melhorar?Pq a outra é ""feia"" e gorda.L _";1;1;1;0;0;0;0;0;0;0;0;0
4207;RT @gabie_rochaa: e olha pra cara gorda e feia de Isabelle .. sem contar da voz irritante dela https://t.co/3PfOO1yeRf;1;1;1;0;0;0;0;0;0;0;0;0
4212;@Direita_blog Pena que as feminazis de todo o mundo sejam covardes e não façam nenhum mega mijaço, cagaço, ou similar, nos países do islão.;1;1;0;0;1;0;0;0;0;0;0;0
4213;Pena que as feminazis de todo o mundo sejam muito covardes e não façam nenhum mega mijaço, cagaço, ou similar, nos _ https://t.co/a065o9WYlX;1;1;0;0;1;0;0;0;0;0;0;0
4217;que Gorda feia e falsa vai tomar no cu mane;1;1;1;0;0;0;0;0;0;0;0;0
4220;Não vejo a hora da gorda feia da Roberta rala ;1;1;1;0;0;0;0;0;0;0;0;0
4222;RT @OficialMrCatra: O pênis é o melhor alimento feminino, pois contém carne, leite, ovos e enche a barriga por 9 meses HAHA;1;1;0;0;0;0;0;0;0;0;0;0
4224;Tipo se vc tiver com uma roupa feia ele olha e fala: amiga sua piranha essa roupa ta te deixando mais gorda do q vc ja é;1;1;1;0;0;0;0;0;0;0;0;0
4225;"A esquerda reclama das coisas inventadas pela própria esquerda:
Racismo, homofobia, machismo, nazismo, cultura de estupro e luta de classes.";1;1;0;1;0;1;0;0;0;0;0;0
4229;a cara da gorda feia da Roberta #bbb17;1;1;1;0;0;0;0;0;0;0;0;0
4230;A CARA DA FEIA DA VIVIAN E DA GORDA DA ROBERTA SÃO AS MELHORES COISAS ESSE MOMENTO EH MEU #BBB17;1;1;1;0;0;0;0;0;0;0;0;0
4232;RT @jaaguara: Não é que ninguem te ama, ou você é gorda ou é feia, é simples!;1;1;1;0;0;0;0;0;0;0;0;0
4234;Magrela feia —_ Sou gorda amor https://t.co/tSU5XTen3m;1;1;1;0;0;0;0;0;0;0;0;0
4235;RT @jaaguara: Pode ser feia, pode ser gorda, só não pode ser feia e gorda.;1;1;1;0;0;0;0;0;0;0;0;0
4240;@taaaycarino @porrapaloma18 tá curtindo gente feia e gorda;1;1;1;0;0;0;0;0;0;0;0;0
4243;@Nath_santos20 - coisa feia é tu leitoa, tá gorda igual uma porca .. ;1;1;1;0;0;0;0;0;0;0;0;0
4245;Parabéns a todas as mulheres, menos para as abortistas e aborteiras, porque essas não são gente!;1;1;0;0;0;0;0;0;0;0;0;0
4251;Mano q mulher inteligente da porra eu tô me sentindo burra;1;1;0;0;0;0;0;0;0;0;0;0
4252;"To me sentindo uma burra perto dessa mulher
#MasterChefBR";1;1;0;0;0;0;0;0;0;0;0;0
4254;Eu posso até ser feia, ser gorda,e concordar com isso,posso ser chata a maioria do tempo, mas quando precisam de mim, eu smp tô lá;1;1;0;0;0;0;0;0;0;0;0;0
4256;O que essa mulher está falando ??? Eu tô esperando pela comida e ela falando sobre sla. Me senti burra #MasterChefBR;1;1;0;0;0;0;0;0;0;0;0;0
4262;RT @olhosvioleta_: Hoje é o dia dos seres mais perfeitos do planeta: as mulheres;1;1;0;0;0;0;0;0;0;0;0;0
4263;Eu vejo quem torce pra Emilly e o historico de torcida é igual. Não tem gente feia, gorda. Nada fora dos padrões;1;0;1;0;0;0;0;0;0;0;0;0
4266;"mano que mulher é essa que tá no master chef 
me sinto mt burra #MasterChefBR";1;1;0;0;0;0;0;0;0;0;0;0
4268;@rbrochrdt dia da mulher ne cuidado com a burra;1;1;0;0;0;0;0;0;0;0;0;0
4273;"RT @Leandroow3: feliz dia do ""esse do meio é o acelerador?""";1;1;0;0;0;0;0;0;0;0;0;0
4274;EH DIA DA MULHER Q BURRA NEM LEMBREI;1;1;0;0;0;0;0;0;0;0;0;0
4276;@thienques pra mulher ser digna pra elas têm q ser feia gorda fedida porca mal comida e sustentada pelos pais ou vendedora de shopping;1;1;1;0;0;0;0;0;0;0;0;0
4285;Kkkkkkkkkkkkkkkkkkkkkkkk que mulher burra pqp;1;1;0;0;0;0;0;0;0;0;0;0
4286;"RT @maathbz: feliz dia do ""ñ importa se ñ falei o que to pensando ou querendo vc tem que adivinhar senao vou ficar com raiva e passar 1 ano _";1;1;0;0;0;0;0;0;0;0;0;0
4287;"RT @Leandroow3: feliz dia do ""não tenho roupa pra sair""";1;1;0;0;0;0;0;0;0;0;0;0
4289;RT @CapitalismoOP: #SerMulherÉ ter cromossomos xx e não ter uma rola no meio das pernas;1;1;0;0;0;0;0;0;0;0;0;0
4291;RT @dexmagazine: Presidente da África do Sul pede confisco de terras de pessoas brancas | https://t.co/QruyRMyl8A https://t.co/DOAZeHnpA4;1;0;0;1;0;0;0;0;0;0;0;0
4293;"Que mulher burra do cacete 
Vsf alana";1;1;0;0;0;0;0;0;0;0;0;0
4294;A mulher mais burra do brasil;1;1;0;0;0;0;0;0;0;0;0;0
4296;#SerMulherÉnão ser feminista https://t.co/Zvnt2cCLMT;1;1;0;0;1;0;0;0;0;0;0;0
4298;filho nunca segurou e nunca vai segurar macho, ainda mais se for esses mlq da vida,mulher q engravida sabendo q o cara é safado,é burra sim;1;1;0;0;0;0;0;0;0;0;0;0
4299;Mulher idiota é assim...errado é o bofe dela  Burra pra Caralho kkkkkkkkkkkkk https://t.co/rUo11Sgvo8;1;1;0;0;0;0;0;0;0;0;0;0
4300;RT @Vulgo_DiGatta: ,  feia se achando bela, gorda se achando gostosa. Meus olhos sangram !! ;1;1;1;0;0;0;0;0;0;0;0;0
4302;"@ueviba pode ser feia
magra
bonita ou gorda eu como toda osh";1;1;0;0;0;0;0;0;0;0;0;0
4304;RT @olhosvioleta_: Feliz dia das mulheres para todas as minhas seguidoras lindas e maravilhosas!  meu twitter parece um jardim: só tem flo _;1;1;0;0;0;0;0;0;0;0;0;0
4306;Porque apesar de ser bruto igual os pés da burra, quando era pequenininho aprendi que em mulher não se bate nem... https://t.co/x9SvwrUSLT;1;1;0;0;0;0;0;0;0;0;0;0
4307;Feliz dia das mulheres pra você que se depila e não faz textão no Facebook!;1;1;0;0;1;0;0;0;0;0;0;0
4308;#SerMulherÉ ter vagina . Quem tem pênis é homem!;1;1;0;0;0;0;0;0;0;0;0;0
4312;"pau no cu de voces que tem um rostinho maravilhoso e um corpo lindo e ficam dizend ""eu so mt feia"" ""obg bb mas eu so horrivel"" ""eu so gorda""";1;1;1;0;0;0;0;0;0;0;0;0
4316;#SerMulherÉ nascer num corpo de mulher;1;1;0;0;0;0;0;0;0;0;0;0
4317;#SerMulherÉ fazer xixi sentada;1;1;0;0;0;0;0;0;0;0;0;0
4318;RT @XerequinhaC: Burra é a mulher que vira piranha pra provocar ex..;1;1;0;0;0;0;0;0;0;0;0;0
4321;por isso que dizem que espelhos não são confiaveis eles te deixam feia e gorda https://t.co/eLOE7yCXuz;1;1;1;0;0;0;0;0;0;0;0;0
4323;vo chega no garra daqui 7h toda perdida sem saber nd 3 mil conteúdo atrasado triste feia gorda e burra;1;1;1;0;0;0;0;0;0;0;0;0
4324;Feliz dia das mulheres que vieram na embalagem certa! https://t.co/hl3A1wmiXz;1;1;0;0;0;0;0;0;0;0;0;0
4325;gorda e feia se mata kemilly https://t.co/lJWUQ55utL;1;1;1;0;0;0;0;0;0;0;0;0
4327;gorda e feia nao cabe na tela do celular de tão gorda https://t.co/FBL2xg6MwL;1;1;1;0;0;0;0;0;0;0;0;0
4328;estou me sentindo jundiaiense já. fui pra faculdade e perguntei se a coxinha era de frango. a mulher faltou me chamar de burra dizendo que+;1;1;0;0;0;0;0;0;0;0;0;0
4331;Vou falar viu. Tem mulher que é muito burra e não dá valor naquilo que tem!! PQP!;1;1;0;0;0;0;0;0;0;0;0;0
4332;#BBB17 GORDA FEIA ESCROTA IRRITANTE  FALSA AFF NOJO REAL https://t.co/xqO5rxtXm2;1;1;1;0;0;0;0;0;0;0;0;0
4335;~ Ai, fiz 1 piada sexista e machista mas não sou nada disso, vc que é burra e não tem senso de humor ~ FELIZ DIA DA MULHER;1;1;0;0;0;0;0;0;0;0;0;0
4337;@Mih_ArmstrongL @otmar03 Ainda bem que eu nao sou um FEMINISTO (homem que defende feminismo)..eu defendo a mulher e _ https://t.co/pX2ITtdVTg;1;1;0;0;1;0;0;0;0;0;0;0
4338;@InesBolsonaro Feminismo é massa de manobra da esquerda. nunca vi feminista reclamando para entrar no exercito https://t.co/FRudxMT0Gj;1;1;0;0;1;0;0;0;0;0;0;0
4339;@otmar03 @Djouka_PB tambem tm um video de bruno com a namorada de maos dadas... mas nao é da natureza dele tratar bem mulher kkkkk;1;1;0;0;0;0;0;0;0;0;0;0
4340;"engraçado que eu percebo que qt + bonita a menina for
+ ela se acha feia/gorda
e quanto + feia
+ se acha 
pq meol deols";1;1;1;0;0;0;0;0;0;0;0;0
4341;@Mih_ArmstrongL @otmar03 ahhh explicado..lesbica..OK mas ta valendo é mulher XX ... mas ainda é massa de manobra do JW. por isso fala merda;1;0;0;0;0;1;0;0;0;0;0;0
4346;Falei mal de macho e no DIA DA MULHER tava falando deles mas que burra n é msm;1;1;0;0;0;0;0;0;0;0;0;0
4347;Tem gente tão chata e burra que nem entende porque tem um dia da mulher;1;1;0;0;0;0;0;0;0;0;0;0
4349;@bbb17aovivo quero ver a cara do recauque quando a emili pegar o lider e joga a roberta no paredao aquela vaca fausa gorda e feia rsrrsrsrsr;1;1;1;0;0;0;0;0;0;0;0;0
4354;@editorahumanas feliz dia para as mulheres que sorriem !! https://t.co/KpZplmQk3A;1;1;0;0;0;0;0;0;0;0;0;0
4361;RT @taiannerr: Tem mulher q é burra pqp;1;1;0;0;0;0;0;0;0;0;0;0
4362;Uma mulher que não concorda com o feminismo não tem outra definição a não ser burra.;1;1;0;0;0;0;0;0;0;0;0;0
4366;#SerMulherÉ No seu dia, o marido prepara um jantar romantico e no fim da noite...vc faz greve de sexo pra seguir o _ https://t.co/vnhizK0Lrz;1;1;0;0;0;0;0;0;0;0;0;0
4370;"""trabalhando graças ao feminismo""
RH decide:
- vou escolher a mulher pq mesmo ela nao concluindo a faculdade, ela cagou na foto do bolsonaro";1;1;0;0;1;0;0;0;0;0;0;0
4371;"""estudando graças ao feminismo""
ENEM 2018
- Ao invés da redação, faça um textão inventando um abuso sexual no banheiro da balada";1;1;0;0;1;0;0;0;0;0;0;0
4372;pra mim o dia da mulher era dia 8 de maio shdjdk ache a burra;1;1;0;0;0;0;0;0;0;0;0;0
4373;e nem precisa ser macho pra postar/pensar dessa forma, tem muita mulher assim também *ache a burra*;1;1;0;0;0;0;0;0;0;0;0;0
4376;Mariel tem uma mania feia de ficar me chamando de gorda ;1;1;1;0;0;0;0;0;0;0;0;0
4377;"Eu já me sinto tao feia e gorda, aí as pessoas vem e me dizem ""vc é tão bonita, mas ta gorda"" 
Me da logo um tiro fdp
#askanamia";1;1;1;0;0;0;0;0;0;0;0;0
4379;"#QuartaDetremuraSDV
Mas Deus foi tao bom cmg. Pq hj ela ta mó gorda e feia.";1;1;1;0;0;0;0;0;0;0;0;0
4380;RT @AstoonHabbo: Passando Camp Rock na Disney e eu só vendo o quanto ela era gorda e feia quando não tinha dinheiro;1;1;1;0;0;0;0;0;0;0;0;0
4385;Porra, sou muito burra... Sempre esqueço coisas que nenhuma mulher esqueceria;1;1;0;0;0;0;0;0;0;0;0;0
4386;"#SerMulherÉ ter condição de gerar uma vida dentro de si, ser biologicamente uma, sem essa palhaçada de ""transgênero _ https://t.co/iJO3UwHS6v";1;1;0;0;0;0;0;0;0;0;0;0
4389;tem nada de gorda e feia, smp foi linda nenem —_   https://t.co/j1DnxATjkZ;1;1;1;0;0;0;0;0;0;0;0;0
4390;RT @Egocentricpapi: Mulher inteligente é outro mambo ya, não tem como! Burra não, pode ser bue bonita mas burra ta gato, pode morrer..;1;1;0;0;0;0;0;0;0;0;0;0
4397;tem mulher que e burra invés de seguir em frente anda pra  trás pra cometer o mesmo erro ;1;1;0;0;0;0;0;0;0;0;0;0
4398;Mulher burra mano! Em vez de mandar a porra do comprovante pra mim, manda pro diretório acadêmico do caralho da UNT!;1;1;0;0;0;0;0;0;0;0;0;0
4401;Odeio mulher burra;1;1;0;0;0;0;0;0;0;0;0;0
4403;acabei de pagar 20 reais em um carregador pq esqueci o meu. já começando o dia se sentindo a mulher mais burra do brasil;1;1;0;0;0;0;0;0;0;0;0;0
4404;"#SerMulherÉ achar que por vc ser gorda está fora do ""normal"" e feia.";1;1;1;0;0;0;0;0;0;0;0;0
4406;"""Parabéns pra você, mulher. Parabéns pra você que é feia, gorda, não se cuida, coitada. Que não vai arranjar... https://t.co/CEoqvg3lGa";1;1;1;0;0;0;0;0;0;0;0;0
4407;E o detalhe, é que eu odeio a professora da aula de hoje! Puta mulher chata e burra;1;1;0;0;0;0;0;0;0;0;0;0
4408;Tpm é um saco, me sinto gorda e feia;1;1;1;0;0;0;0;0;0;0;0;0
4409;#SerMulherÉ dependendo da região poder ser chicoteada, obrigada a usar burca, apanhar legalmente do marido, não poder dirigir, etc;1;1;0;0;0;0;0;0;0;0;0;0
4410;"Parabéns Mulheres de verdade
Mulher inteligente faz de seus dramas verdadeiras histórias
A mulher burra de suas his _ https://t.co/Nrw8KkpUpq";1;1;0;0;0;0;0;0;0;0;0;0
4411;@BebelSherab bom dia jumenta! Kkkkkk feliz dia da mulher burra. Claro q é exclusividade sua! Kkkkkkkk;1;1;0;0;0;0;0;0;0;0;0;0
4412;Chamem-me burra , eu n sabia q era dia da mulher até mo desejarem;1;1;0;0;0;0;0;0;0;0;0;0
4414;Nesse dia das mulheres seria muito bom vocês pararem de retratar a mulher como louca/ciumenta/burra/frágil;1;1;0;0;0;0;0;0;0;0;0;0
4415;a lição de hoje da mulher mais burra do brasil é: não pulem de um ônibus em movimento, mesmo se você estiver no último degrau ou na anchieta;1;1;0;0;0;0;0;0;0;0;0;0
4416;aula inaugural de técnica operatória já aprendi q mulher eh burra ou seja não entendi;1;1;0;0;0;0;0;0;0;0;0;0
4417;"esse dia já começou mal por eu receber vários feliz dia da mulher mas posta piadinha de ""loura burra"" no wpp da família 
ah me erra!";1;1;1;0;0;0;0;0;0;0;0;0
4418;Love on Top mas de fufas, estou lá;1;0;0;0;0;1;0;0;0;0;0;0
4419;Não existem imigrantes, nem refugiados...existem vândalos em busca do que é alheio !;1;0;0;0;0;0;0;0;0;0;1;0
4420;Q mulher burra essa dá série;1;1;0;0;0;0;0;0;0;0;0;0
4421;Até às fufas que dizem ser homens pq gostam do mesmo que eles SÃO MULHERES E MERECEM NA MESMA UM FELIZ dia ;1;1;0;0;0;1;0;0;0;0;0;0
4422;@RaquelRangel0 menina se não fosse o movimento feminista nem existiria o dia da mulher deixa de ser burra;1;1;0;0;0;0;0;0;0;0;0;0
4423;Acho muito legal as feministas que compartilham coisa do quebrando o tabu e chamam as outras de gorda, feia e briga por macho, parabéns p vc;1;1;1;0;0;0;0;0;0;0;0;0
4424;@clariissegarcia @CuriousCatMe de gorda tem msm não,mas feia....;1;1;1;0;0;0;0;0;0;0;0;0
4425;"#SerMulherÉ TER (OU JÁ TER POSSUÍDO) ÚTERO, OVÁRIO, TROMPAS DE FALÓPIO ETC 
RESTO É GAMBIARRA
#InternationalWomensDay FELIZ DIA DAS MULHERES";1;1;0;0;0;0;0;0;0;0;0;0
4426;"FELIZ DIA DAS MULHERES
PRA QUEM NASCEU HOMEM E ACHA QUE PRA SE MULHER BASTA COLOCAR UMA SAIA O SEU DIA É 1º DE ABRIL
#InternationalWomensDaY";1;1;0;0;0;0;0;0;0;0;0;0
4427;@Vivianimonfrad1  ela tem a carinha bonitinha porque é magrinha  fosse uma feia gorda o povo já tinha escutado ela né mas como é bonitinha;1;1;1;0;0;0;0;0;0;0;0;0
4429;A coisa q mais me da odio na vida é mulher machista. Qnd escuto alguma falando merda fico com mt abuso - pq odeio gnt burra e ignorante tb;1;1;0;0;0;0;0;0;0;0;0;0
4431;A professora de E.F escreveu meu nome errado, que mulher burra ;1;1;0;0;0;0;0;0;0;0;0;0
4432;Fufas decentes hj é o nosso dia, mulheres;1;0;0;0;0;1;0;0;0;0;0;0
4435;"A cada ""feliz dia da mulher menos pra feminista"" eu vejo o quão burra é a sociedade";1;1;0;0;1;0;0;0;0;0;0;0
4436;@mariaa_msj não quero, assim eu seria a feia e gorda do casal;1;1;1;0;0;0;0;0;0;0;0;0
4437;RT @anais_sts: @mariaa_msj não quero, assim eu seria a feia e gorda do casal;1;1;1;0;0;0;0;0;0;0;0;0
4441;Feliz #DiaDasMulheres pras verdadeiras guerreiras que trabalham ou cuidam do lar enquanto as vagabundas lutam pra abortar e andar pelada;1;1;0;0;0;0;0;0;0;0;0;0
4442;@OdeCarvalho prefiro ser magra feia a ser gorda bonita. Mesmo se as gordas se arrumarem ñ adianta pela falta d elegancia do porte físico;1;1;1;0;0;0;0;0;0;0;0;0
4443;O Canadá quer receber 40 mil refugiados,resumindo 40 mil desempregados.Isso não explicam para a população.;1;0;0;0;0;0;0;0;0;0;1;0
4445;Hj é mulher maravilhosa, mulher é isso e aquilo..amanhã é pq mulher é tudo burra, N pode dirigir, lugar de mulher é no fogão..hipócritas flw;1;1;0;0;0;0;0;0;0;0;0;0
